crime_id,date,year,area,latitude,longitude,crime_type,crime_category,gender_victim,age_victim,no_of_cctv,response_time_min,crime_reported,weather_condition,day_of_week,is_festival_day,crime_outcome,crime_date_parsed
7854053b-a756-4557-ae5d-bc32fad38fa9,2017-01-08,2017,Mohanpur,30.365127,78.140365,Fraud,Property,Unknown,32,3,37.57,1,Foggy,Sunday,1,Solved,2017-01-08
259b2fd1-59e6-45a0-89bd-0e1f625c2676,2017-01-08,2017,Industrial Area,30.338852,78.181819,Stalking,White-Collar,Male,52,7,33.56,1,Cloudy,Sunday,0,Solved,2017-01-08
55818d7d-753c-4074-8c08-fb6351b61245,2017-01-09,2017,Mohanpur,30.281997,78.172551,Cyber Crime,Non-Violent,Female,54,0,12.47,0,Clear,Monday,0,Unsolved,2017-01-09
df2796ee-98d5-4c1e-ac34-6d45bb9562d2,2017-01-09,2017,Shivaji Colony,30.323363,78.140898,Pickpocketing,Non-Violent,Unknown,30,3,29.17,0,Foggy,Monday,0,Unsolved,2017-01-09
686fb798-ca5d-4328-85a1-839fe3cf432e,2017-01-11,2017,Majra,30.270944,78.09898,Fraud,Non-Violent,Unknown,54,3,55.59,1,Clear,Wednesday,0,Unsolved,2017-01-11
9678ae52-87ad-4625-a8ce-a284216550df,2017-01-11,2017,Majra,30.447918,78.137324,Pickpocketing,Non-Violent,Female,34,0,35.52,1,Cloudy,Wednesday,0,Solved,2017-01-11
9c7400b6-398a-4465-ba23-5b5410971afe,2017-01-11,2017,Majra,30.428191,78.006356,Fraud,Violent,Female,38,4,31.46,1,Stormy,Wednesday,0,Solved,2017-01-11
a1a3ba53-4b20-4d52-a3f2-c30c711779bd,2017-01-11,2017,Majra,30.420685,78.05608,Harassment,Violent,Unknown,43,2,7.81,1,Stormy,Wednesday,1,Unsolved,2017-01-11
f74f87fb-45a3-4e7d-b14f-57096bcc6401,2017-01-11,2017,Mohanpur,30.359656,78.085093,Illegal Possession,Violent,Male,39,2,49.04,1,Cloudy,Wednesday,0,Under Investigation,2017-01-11
2312f6ed-8c85-430d-af18-003ac054113e,2017-01-12,2017,Majra,30.339348,77.915836,Domestic Violence,Violent,Other,22,7,33.04,1,Cloudy,Thursday,0,Under Investigation,2017-01-12
69eed6e5-3952-4d98-88e3-95316ca83fa0,2017-01-12,2017,Mohanpur,30.339834,78.090717,Assault,Violent,Unknown,30,6,46.0,1,Foggy,Thursday,0,Under Investigation,2017-01-12
ff09c9f8-bd82-4685-8cd8-cb2e9a2f51c2,2017-01-13,2017,Subhash Road,30.386281,78.181969,Smuggling,Non-Violent,Male,20,10,26.44,0,Rainy,Friday,0,Under Investigation,2017-01-13
4b6736ee-2783-4403-9156-8f7cadc6db62,2017-01-13,2017,Saharanpur Road,30.307743,78.033658,Assault,Property,Male,19,3,27.53,1,Clear,Friday,0,Solved,2017-01-13
bf97eea1-ff80-4137-91e9-ccff1e7c053a,2017-01-14,2017,Mohanpur,30.447581,78.005162,Pickpocketing,Property,Unknown,42,3,38.43,1,Cloudy,Saturday,0,Unsolved,2017-01-14
a2ecee02-2cd9-4e68-aa9f-4161708e82df,2017-01-15,2017,Saharanpur Road,30.394544,78.090191,Burglary,White-Collar,Male,56,4,56.0,0,Foggy,Sunday,0,Under Investigation,2017-01-15
f3b4e969-f5c0-4d5d-a5c2-a45f2c0d6b87,2017-01-15,2017,Kudkan,30.27577,78.037264,Cyber Crime,Violent,Female,34,9,46.86,1,Foggy,Sunday,0,Under Investigation,2017-01-15
c12640e3-764e-4a6b-be8d-50779c124b8b,2017-01-16,2017,Majra,30.430383,78.055862,Cyber Crime,White-Collar,Male,14,2,26.57,0,Clear,Monday,0,Solved,2017-01-16
4a724dbe-3362-403a-8a55-a8ea46e9a45a,2017-01-18,2017,Majra,30.372298,78.16496,Cyber Crime,Property,Unknown,54,2,34.63,1,Stormy,Wednesday,0,Under Investigation,2017-01-18
24818e9c-ddf8-420b-b7c8-a1c3dc864976,2017-01-19,2017,Majra,30.259308,78.053485,Fraud,Property,Other,46,6,16.21,0,Rainy,Thursday,0,Solved,2017-01-19
2a5d808a-719f-4da4-b583-6a0ee2d8fd61,2017-01-19,2017,Subhash Road,30.277083,77.906427,Assault,White-Collar,Male,40,7,26.2,0,Cloudy,Thursday,0,Unsolved,2017-01-19
05530ef9-03cf-49a6-8959-53b236001ba2,2017-01-19,2017,Subhash Road,30.345153,78.180378,Harassment,Violent,Other,19,6,41.19,0,Stormy,Thursday,0,Unsolved,2017-01-19
06795211-1211-4f00-994b-60490102f938,2017-01-19,2017,CID Colony,30.306544,78.022079,Harassment,Non-Violent,Unknown,55,6,25.13,1,Cloudy,Thursday,0,Under Investigation,2017-01-19
d0f96e3d-feac-474c-8177-b1cdd7d0996d,2017-01-20,2017,Majra,30.399273,78.039466,Drug Trafficking,Non-Violent,Male,17,6,15.56,0,Cloudy,Friday,0,Solved,2017-01-20
aa68b9ec-9077-4c66-99cd-f18b01087291,2017-01-20,2017,Majra,30.448673,77.963683,Domestic Violence,Violent,Female,49,9,35.39,1,Rainy,Friday,0,Unsolved,2017-01-20
bf8d7a2b-7e88-4063-a64c-883fd6fc4019,2017-01-21,2017,Majra,30.312388,78.012161,Cyber Crime,Property,Other,63,10,47.03,0,Clear,Saturday,0,Unsolved,2017-01-21
be81ca5b-bcb3-4a22-b0d8-c80285549004,2017-01-21,2017,Saharanpur Road,30.31788,77.960553,Drug Trafficking,White-Collar,Other,70,0,13.23,1,Clear,Saturday,0,Unsolved,2017-01-21
1a1a3b57-91c8-4b20-b4bb-6895526f1ba7,2017-01-21,2017,Shivaji Colony,30.389291,77.99782,Illegal Possession,Violent,Male,58,3,59.2,1,Clear,Saturday,0,Under Investigation,2017-01-21
574c3ef5-bf93-41c0-8e1f-8f4dabb151f2,2017-01-23,2017,Mohkampur,30.316046,78.003531,Harassment,Violent,Female,73,1,34.56,1,Rainy,Monday,0,Solved,2017-01-23
8582e0ad-9e1d-469c-816b-c9fe4f7d17a9,2017-01-23,2017,Prem Nagar,30.344169,78.180133,Assault,White-Collar,Other,42,10,30.8,1,Clear,Monday,0,Unsolved,2017-01-23
228a6728-a566-4104-acf9-771295c116a4,2017-01-24,2017,Majra,30.272729,78.016947,Fraud,Violent,Male,39,9,42.85,0,Foggy,Tuesday,0,Under Investigation,2017-01-24
7209e4eb-6eb9-4caf-8a20-2e1b5743ab9e,2017-01-24,2017,Mohanpur,30.400639,78.183825,Murder,Violent,Other,46,9,35.37,1,Foggy,Tuesday,0,Under Investigation,2017-01-24
ea969faa-1ad1-45f7-b31a-8abfff590372,2017-01-25,2017,Mohanpur,30.30022,78.097768,Kidnapping,Violent,Other,66,9,50.62,0,Foggy,Wednesday,0,Solved,2017-01-25
1ce68e00-2813-4a78-9ee9-83f560840c94,2017-01-25,2017,Subhash Road,30.311172,78.178622,Harassment,Violent,Female,64,9,37.72,1,Clear,Wednesday,0,Unsolved,2017-01-25
21395417-22ae-461a-b057-95c31944d6eb,2017-01-26,2017,Mohanpur,30.415484,78.122573,Assault,White-Collar,Other,40,9,10.91,1,Rainy,Thursday,0,Solved,2017-01-26
46c7f24e-0fe3-4622-9c24-a641f7e925f9,2017-01-26,2017,Malsi,30.438902,78.027879,Fraud,Non-Violent,Unknown,57,7,46.58,0,Stormy,Thursday,1,Solved,2017-01-26
51648eb0-a5d9-4675-b21a-6aea89ad8f9e,2017-01-26,2017,Industrial Area,30.347827,77.984271,Drug Trafficking,White-Collar,Other,47,7,56.23,1,Foggy,Thursday,0,Under Investigation,2017-01-26
39a9057a-b5c5-4883-bc01-c4398833ab61,2017-01-26,2017,Rajpur Road,30.41715,78.114254,Fraud,Non-Violent,Unknown,22,5,20.81,1,Stormy,Thursday,0,Solved,2017-01-26
092e15b0-701c-454c-97d0-295b13094dd5,2017-01-27,2017,Subhash Road,30.287659,78.177902,Human Trafficking,Non-Violent,Male,64,3,41.13,1,Foggy,Friday,0,Under Investigation,2017-01-27
e4e5aa22-926c-42e2-97d8-338df47370fd,2017-01-27,2017,Shivaji Colony,30.358041,77.952291,Harassment,Property,Female,31,6,28.81,1,Clear,Friday,0,Unsolved,2017-01-27
74c5144a-8584-4fa6-9569-7d8ab722b3f0,2017-01-28,2017,Majra,30.322471,77.974512,Human Trafficking,Non-Violent,Other,23,3,4.95,1,Foggy,Saturday,0,Unsolved,2017-01-28
e5715617-d728-48b6-b56c-6a00f7da5ec2,2017-01-29,2017,Majra,30.364678,77.908133,Attempt to Murder,Violent,Male,40,1,22.8,1,Stormy,Sunday,0,Solved,2017-01-29
fd14b114-2abe-4cfc-89d4-f517f024b1b0,2017-01-30,2017,Majra,30.414047,77.949378,Fraud,Violent,Male,55,8,24.76,0,Clear,Monday,0,Unsolved,2017-01-30
a3a2efba-8285-4e2c-962c-aba8623082ba,2017-01-30,2017,Majra,30.414197,78.050761,Fraud,Violent,Male,24,1,9.11,0,Stormy,Monday,1,Under Investigation,2017-01-30
68d2038d-1e23-474b-91ee-0800bb5a4bed,2017-01-30,2017,Mussoorie Road,30.266928,78.170017,Assault,White-Collar,Other,12,2,40.17,0,Clear,Monday,0,Solved,2017-01-30
d9d69747-c38f-4abb-8258-31befb3cb71a,2017-01-31,2017,Majra,30.269397,78.06608,Smuggling,Property,Male,55,4,7.09,1,Foggy,Tuesday,0,Under Investigation,2017-01-31
a7e30c70-d711-4ab4-ba82-68b0df7e3d8d,2017-01-31,2017,Mohanpur,30.422422,77.92538,Fraud,Violent,Unknown,67,7,40.57,1,Clear,Tuesday,1,Solved,2017-01-31
f34e2271-5b5b-4480-9439-c93e23ced5a7,2017-02-01,2017,Gulab Bagh,30.434092,77.957335,Fraud,Non-Violent,Unknown,16,0,52.45,1,Stormy,Wednesday,0,Under Investigation,2017-02-01
5e5a0127-615d-4a03-a9ee-d608c290b167,2017-02-02,2017,Majra,30.274705,78.143946,Harassment,Non-Violent,Other,18,7,52.03,1,Clear,Thursday,0,Solved,2017-02-02
918fd396-2807-4c4a-ac83-2931bc57143e,2017-02-02,2017,Gulab Bagh,30.443734,77.98573,Assault,Non-Violent,Female,66,9,26.16,0,Clear,Thursday,0,Solved,2017-02-02
647b8100-5e37-40dd-8604-539ec0817a91,2017-02-03,2017,Saharanpur Road,30.425806,77.996838,Cyber Crime,Violent,Other,35,3,52.74,1,Stormy,Friday,0,Under Investigation,2017-02-03
7e65f39e-f404-4c4a-a208-059843ec9073,2017-02-03,2017,Industrial Area,30.275205,77.965116,Drug Trafficking,Non-Violent,Female,13,10,10.6,0,Foggy,Friday,0,Solved,2017-02-03
f5d3f7ef-20db-404d-8549-671694082d74,2017-02-05,2017,Majra,30.377358,77.942685,Cyber Crime,Property,Male,14,0,38.22,0,Rainy,Sunday,0,Unsolved,2017-02-05
f115a604-794c-45f8-9297-55403d4a68bf,2017-02-05,2017,Majra,30.297192,78.03753,Attempt to Murder,Non-Violent,Female,19,7,3.06,0,Rainy,Sunday,0,Under Investigation,2017-02-05
212e5ede-e19f-43a4-b7e7-43d355dd1ae1,2017-02-06,2017,Mohanpur,30.296823,77.916215,Assault,White-Collar,Unknown,56,8,53.57,0,Foggy,Monday,0,Solved,2017-02-06
e26803ae-5b03-445c-84d0-cb11c6f7ff76,2017-02-07,2017,Majra,30.384337,77.958254,Illegal Possession,Property,Unknown,47,1,34.85,0,Clear,Tuesday,0,Under Investigation,2017-02-07
4b482515-352d-456d-9919-348f75f87e11,2017-02-07,2017,Gulab Bagh,30.300676,77.951387,Robbery,Violent,Female,27,5,31.16,0,Stormy,Tuesday,1,Unsolved,2017-02-07
023481a4-9419-4fa2-a119-4f305459e1d9,2017-02-09,2017,Mohanpur,30.291744,77.900713,Forgery,Non-Violent,Other,49,3,38.88,1,Clear,Thursday,0,Under Investigation,2017-02-09
75cd5cb9-0159-4c4f-9eda-907c8c4aec31,2017-02-09,2017,Gulab Bagh,30.317122,77.960408,Burglary,Violent,Other,24,6,35.46,0,Rainy,Thursday,0,Unsolved,2017-02-09
f9622570-5f0a-4684-bc59-f43a0b8d1781,2017-02-09,2017,Shivaji Colony,30.33522,78.198245,Fraud,Non-Violent,Female,73,9,35.42,0,Cloudy,Thursday,0,Under Investigation,2017-02-09
3704d551-06d0-4159-85d7-a4b6e204885d,2017-02-10,2017,Saharanpur Road,30.439713,78.132872,Drug Trafficking,Violent,Female,40,10,18.77,1,Foggy,Friday,0,Unsolved,2017-02-10
6a5da889-c892-40f0-8c55-68c9c9dd6883,2017-02-11,2017,Majra,30.397127,77.941324,Cyber Crime,White-Collar,Male,16,6,52.31,0,Rainy,Saturday,0,Solved,2017-02-11
eee84d8e-286e-4429-8d80-2eee0394f89a,2017-02-11,2017,Saharanpur Road,30.372693,78.053258,Drug Possession,Property,Female,58,8,50.52,0,Cloudy,Saturday,0,Unsolved,2017-02-11
87116a05-ca3f-4545-b71a-2105be78bbbe,2017-02-13,2017,Mohanpur,30.431877,78.026008,Fraud,Property,Unknown,12,10,53.46,1,Clear,Monday,0,Under Investigation,2017-02-13
221c48d0-ed36-4c0f-b07d-32a0b5e50e16,2017-02-14,2017,Gulab Bagh,30.280158,78.051286,Fraud,Property,Unknown,20,0,22.99,0,Rainy,Tuesday,0,Unsolved,2017-02-14
aa8e96a9-040a-4b06-b737-3c1899f64984,2017-02-14,2017,Subhash Road,30.263912,78.165435,Harassment,White-Collar,Unknown,21,6,24.33,0,Rainy,Tuesday,0,Unsolved,2017-02-14
c10ddc45-3ac5-4c26-ac97-61aae695e66d,2017-02-14,2017,Prem Nagar,30.291739,78.150715,Harassment,Property,Female,21,0,8.8,0,Cloudy,Tuesday,0,Unsolved,2017-02-14
1a27ed05-7662-4ada-a490-64041f87f7f8,2017-02-16,2017,Majra,30.256665,78.107004,Harassment,White-Collar,Other,72,2,52.69,1,Cloudy,Thursday,0,Unsolved,2017-02-16
dae4a239-4120-493f-ba73-21dbfc845819,2017-02-16,2017,Majra,30.343958,78.055871,Domestic Violence,Property,Male,27,6,20.53,1,Stormy,Thursday,0,Under Investigation,2017-02-16
98ab6ba1-1719-46d7-83bd-7c6327897dd8,2017-02-17,2017,Subhash Road,30.253779,78.097474,Fraud,Property,Unknown,72,8,18.35,0,Rainy,Friday,0,Under Investigation,2017-02-17
92f4627f-4794-418c-b8ee-19036fe22685,2017-02-18,2017,Saharanpur Road,30.359615,78.067843,Assault,Violent,Unknown,35,1,32.71,0,Clear,Saturday,0,Solved,2017-02-18
b499ad0c-6373-4865-969b-97872f900b07,2017-02-18,2017,Malsi,30.298075,78.172941,Assault,Violent,Unknown,75,7,9.32,1,Rainy,Saturday,0,Under Investigation,2017-02-18
5707a0e1-d0ca-4f6a-a3bb-8379ff136cea,2017-02-19,2017,Saharanpur Road,30.381058,78.130533,Cyber Crime,Non-Violent,Male,48,5,40.96,0,Cloudy,Sunday,0,Solved,2017-02-19
84c16d72-6efc-4df5-8d37-d61c2f46f7af,2017-02-20,2017,Gulab Bagh,30.444579,78.008938,Cyber Crime,White-Collar,Unknown,19,9,58.67,1,Stormy,Monday,0,Unsolved,2017-02-20
1d858928-8663-4c40-958a-4cf078fca4f4,2017-02-21,2017,Industrial Area,30.292247,78.055228,Assault,Violent,Female,46,8,12.53,0,Stormy,Tuesday,0,Unsolved,2017-02-21
b839a61d-47d5-4f36-9436-f710392c5f03,2017-02-22,2017,Gulab Bagh,30.335849,78.071332,Fraud,Property,Unknown,13,7,57.62,1,Clear,Wednesday,0,Under Investigation,2017-02-22
aa39efd8-1f1b-4593-94e3-995c69ba589d,2017-02-24,2017,Gulab Bagh,30.416184,78.13004,Assault,Non-Violent,Unknown,34,9,49.23,0,Rainy,Friday,0,Solved,2017-02-24
d4aa8c5f-ac3f-4854-9011-27611aec827e,2017-02-24,2017,Saharanpur Road,30.38318,78.031204,Human Trafficking,Violent,Other,45,7,15.73,1,Stormy,Friday,0,Under Investigation,2017-02-24
3d547f7e-6b57-4d80-af4c-8dca1620f51e,2017-02-25,2017,Saharanpur Road,30.420014,78.198945,Assault,Violent,Male,24,4,36.48,0,Rainy,Saturday,0,Solved,2017-02-25
b5bfbad8-1f71-4c74-8d0f-2216769ee671,2017-02-25,2017,Saharanpur Road,30.251177,77.908189,Fraud,Property,Male,33,10,23.8,0,Rainy,Saturday,1,Unsolved,2017-02-25
73c726c8-c7c9-4327-8a83-af13296467ba,2017-02-27,2017,Majra,30.441016,78.131324,Cyber Crime,Property,Unknown,36,10,32.99,1,Clear,Monday,0,Under Investigation,2017-02-27
759075e7-eea1-416f-803a-f7552ff41a4b,2017-02-27,2017,Gulab Bagh,30.300999,77.981137,Domestic Violence,Violent,Female,34,6,8.05,1,Foggy,Monday,0,Unsolved,2017-02-27
8edb8103-190b-4f28-8b70-e91b65c2749e,2017-02-28,2017,Rajpur Road,30.353635,77.966478,Murder,Non-Violent,Unknown,54,10,3.36,0,Foggy,Tuesday,0,Solved,2017-02-28
8b77aaa6-e11c-4427-922f-36d11b030db9,2017-02-28,2017,CID Colony,30.342886,77.90162,Assault,Property,Male,63,3,54.23,0,Rainy,Tuesday,0,Under Investigation,2017-02-28
ab3fb0b9-70fe-4068-9237-2c69b19fc6a8,2017-03-01,2017,Majra,30.251022,77.901113,Fraud,Non-Violent,Other,73,8,48.72,0,Rainy,Wednesday,0,Unsolved,2017-03-01
82cf7263-4e53-401a-bc57-d5b611d41445,2017-03-02,2017,Industrial Area,30.322029,77.925232,Fraud,Non-Violent,Male,65,5,47.66,0,Cloudy,Thursday,0,Solved,2017-03-02
3ff8d6c4-de3a-4927-be8c-4740a5b5e302,2017-03-03,2017,Majra,30.371912,78.183953,Fraud,Violent,Female,27,1,51.66,1,Cloudy,Friday,1,Unsolved,2017-03-03
a980e566-3c60-415c-8494-74e51c0aa37e,2017-03-03,2017,Mohanpur,30.397259,78.160992,Drug Possession,White-Collar,Other,75,7,41.77,0,Cloudy,Friday,1,Under Investigation,2017-03-03
9a86c2b2-02a7-45ba-afd8-ab64a57fead6,2017-03-03,2017,Prem Nagar,30.384002,77.997473,Drug Trafficking,Violent,Female,58,2,13.86,1,Rainy,Friday,0,Unsolved,2017-03-03
76ba284e-aa9b-4083-9863-f7887ecaa946,2017-03-04,2017,Majra,30.403804,78.190936,Cyber Crime,Non-Violent,Female,19,3,3.34,1,Cloudy,Saturday,0,Solved,2017-03-04
0fb6166e-dd8e-4011-8073-5ed74f995676,2017-03-04,2017,Mohanpur,30.326483,78.103123,Harassment,Non-Violent,Other,58,4,32.49,1,Rainy,Saturday,0,Solved,2017-03-04
5872a644-46cc-46c3-9d86-68cb211d2a7c,2017-03-04,2017,Mohanpur,30.286017,78.04359,Pickpocketing,Violent,Male,32,2,20.66,0,Cloudy,Saturday,0,Under Investigation,2017-03-04
a5968cfa-a038-4a9f-bb0e-f830d4e80da5,2017-03-05,2017,Mohanpur,30.326631,78.122822,Chain Snatching,Non-Violent,Female,52,8,48.36,0,Clear,Sunday,0,Under Investigation,2017-03-05
498b501d-b7f4-438d-b055-c263dcbb9709,2017-03-05,2017,Mohkampur,30.292964,78.03199,Attempt to Murder,Violent,Female,54,3,47.87,0,Clear,Sunday,0,Unsolved,2017-03-05
91c6f3a9-348b-480d-9826-482cf4b97ca4,2017-03-05,2017,Prem Nagar,30.385641,77.995554,Harassment,Violent,Male,50,10,27.5,1,Clear,Sunday,0,Under Investigation,2017-03-05
c3546580-42d9-400a-b106-da7cf08406bb,2017-03-06,2017,Majra,30.32518,78.150453,Fraud,Non-Violent,Other,17,8,25.28,1,Rainy,Monday,0,Unsolved,2017-03-06
6efffdd3-4be3-4b15-b49d-52b5a797cf13,2017-03-07,2017,Majra,30.28206,77.946216,Fraud,Property,Male,46,8,36.19,1,Clear,Tuesday,1,Unsolved,2017-03-07
c1e3e4db-7e04-4f86-a234-64f1136ffd18,2017-03-07,2017,Gulab Bagh,30.260505,78.122253,Fraud,Non-Violent,Male,12,5,26.74,0,Rainy,Tuesday,0,Solved,2017-03-07
cc596f8c-2b0e-4499-bb75-501d0cf3cc59,2017-03-08,2017,Majra,30.393545,78.076365,Burglary,Violent,Male,36,2,4.57,0,Foggy,Wednesday,0,Under Investigation,2017-03-08
3665bdef-0519-4725-82fa-f7702ec9b3f5,2017-03-08,2017,Saharanpur Road,30.417577,78.07806,Assault,Violent,Male,70,7,40.13,0,Foggy,Wednesday,0,Solved,2017-03-08
9e20ba94-1cf2-4dac-a65c-b88878b932ca,2017-03-08,2017,Saharanpur Road,30.377985,77.931655,Drug Trafficking,Property,Male,23,4,9.87,1,Rainy,Wednesday,0,Under Investigation,2017-03-08
8dd82848-3104-468c-a7c6-60e8a9d4cbe4,2017-03-08,2017,Mohkampur,30.374422,78.152056,Domestic Violence,Violent,Other,56,10,43.41,0,Foggy,Wednesday,1,Under Investigation,2017-03-08
52375069-5a33-4df0-bad7-abeaa9c8852f,2017-03-08,2017,Rajpur Road,30.362268,77.985116,Burglary,Violent,Male,51,1,51.06,1,Foggy,Wednesday,0,Under Investigation,2017-03-08
60e61f90-22f8-46fb-a16d-d9646af4a8cf,2017-03-09,2017,Majra,30.317289,78.159962,Harassment,Violent,Male,26,5,34.11,1,Stormy,Thursday,0,Under Investigation,2017-03-09
39328834-ab13-4f3a-a83c-5a1dd8fae7c5,2017-03-09,2017,Mohkampur,30.322312,78.174813,Assault,Violent,Female,51,6,29.51,1,Clear,Thursday,0,Solved,2017-03-09
f4a88880-c2da-4e78-9c34-cf9ea28519ec,2017-03-10,2017,Malsi,30.291397,77.992624,Arson,Property,Male,47,3,25.08,1,Clear,Friday,0,Unsolved,2017-03-10
924aad45-1488-4585-bdb7-e20f4910b38a,2017-03-11,2017,Prem Nagar,30.410735,78.030907,Assault,Violent,Female,43,3,28.22,1,Clear,Saturday,0,Unsolved,2017-03-11
75e10fda-eed7-4785-a474-bfffa6947bbb,2017-03-12,2017,Mohanpur,30.253043,78.01248,Assault,White-Collar,Female,52,2,46.92,1,Clear,Sunday,0,Solved,2017-03-12
4d7ccdb7-bc9e-45b9-aa4a-de582c61e3c8,2017-03-12,2017,Gulab Bagh,30.414629,77.950705,Domestic Violence,Property,Other,65,7,22.13,0,Cloudy,Sunday,0,Solved,2017-03-12
4932794f-cba9-4a13-a522-9a7dddf07545,2017-03-12,2017,Saharanpur Road,30.252877,77.969958,Harassment,Violent,Female,67,10,56.57,1,Stormy,Sunday,0,Solved,2017-03-12
1e4840fe-c498-4cbe-99eb-4c38e5aea5fb,2017-03-13,2017,Mohanpur,30.377069,78.024861,Attempt to Murder,White-Collar,Male,60,9,35.81,1,Foggy,Monday,0,Unsolved,2017-03-13
ed9afa34-8e39-4f92-b4f8-ecf6157209c6,2017-03-13,2017,Prem Nagar,30.263261,78.075454,Burglary,Property,Other,55,2,12.45,1,Foggy,Monday,0,Unsolved,2017-03-13
4325a4c1-ee61-4b86-b978-fe7bae5c2759,2017-03-14,2017,Majra,30.375641,77.944422,Drug Trafficking,Violent,Other,32,7,6.11,0,Foggy,Tuesday,0,Solved,2017-03-14
480b5143-b027-4975-9e2c-89339820fd21,2017-03-14,2017,Mohanpur,30.419528,77.913597,Fraud,Property,Unknown,64,0,26.18,1,Foggy,Tuesday,0,Under Investigation,2017-03-14
7b45e643-fcf9-4c00-9ddb-042def1bd7e7,2017-03-14,2017,Subhash Road,30.333858,78.067142,Domestic Violence,Violent,Other,17,2,58.37,1,Cloudy,Tuesday,0,Unsolved,2017-03-14
d5b1e25c-52b3-43e0-a315-ced7abd8e0a4,2017-03-14,2017,Saharanpur Road,30.449723,78.023934,Harassment,Property,Male,37,1,54.07,0,Stormy,Tuesday,0,Unsolved,2017-03-14
62f30f1a-0d86-46e6-ac12-7f63376f3376,2017-03-14,2017,Shivaji Colony,30.265144,77.980545,Fraud,Non-Violent,Male,74,0,53.83,1,Foggy,Tuesday,0,Under Investigation,2017-03-14
25c3fdfd-7638-4ffc-8273-86ea8a3e93d3,2017-03-15,2017,Mohanpur,30.333252,78.083259,Robbery,Violent,Female,10,3,16.56,1,Rainy,Wednesday,1,Solved,2017-03-15
003b83a9-0830-4fd3-ac9a-695658333661,2017-03-16,2017,Majra,30.436526,77.949408,Drug Trafficking,Violent,Other,13,7,25.4,1,Clear,Thursday,0,Under Investigation,2017-03-16
9082b217-fcae-4240-ac62-41b1a842a420,2017-03-16,2017,Malsi,30.351795,77.953049,Stalking,Violent,Male,32,1,13.81,0,Cloudy,Thursday,0,Under Investigation,2017-03-16
df527532-f5c4-4567-8cea-9211ee3be756,2017-03-18,2017,Majra,30.341197,77.944752,Assault,Non-Violent,Male,18,3,54.44,0,Clear,Saturday,1,Solved,2017-03-18
90af9597-0576-486c-b02c-f24e0a4394a0,2017-03-18,2017,Mohanpur,30.299222,78.001178,Harassment,Violent,Other,63,6,31.15,1,Cloudy,Saturday,0,Solved,2017-03-18
a8e43a0d-5d21-431a-a996-4484ad0db321,2017-03-19,2017,Prem Nagar,30.318054,78.063546,Cyber Crime,Violent,Female,70,5,30.84,1,Stormy,Sunday,0,Solved,2017-03-19
b642137d-4fc9-42fe-a87c-ff6f234f16eb,2017-03-19,2017,Rajpur Road,30.432921,78.044707,Illegal Possession,Property,Other,34,7,31.07,0,Cloudy,Sunday,0,Under Investigation,2017-03-19
cc5fd3cf-7ac1-48e4-9d08-b18a1f4af780,2017-03-20,2017,Saharanpur Road,30.278698,78.175563,Assault,Violent,Unknown,19,7,18.42,0,Foggy,Monday,0,Unsolved,2017-03-20
1125039e-9ca5-4e0e-a839-9c2451e068b1,2017-03-20,2017,Saharanpur Road,30.274472,78.088798,Harassment,Property,Unknown,43,5,27.6,0,Cloudy,Monday,0,Solved,2017-03-20
3f24acdd-6d93-4936-8358-3c8cdde9f8ab,2017-03-21,2017,Prem Nagar,30.275639,77.916642,Drug Trafficking,Non-Violent,Female,45,2,35.08,1,Stormy,Tuesday,0,Unsolved,2017-03-21
3c037c51-c1f1-4054-a41b-d5c3af32294d,2017-03-21,2017,Rajpur Road,30.279276,78.040913,Illegal Possession,Non-Violent,Female,64,9,52.96,1,Rainy,Tuesday,0,Under Investigation,2017-03-21
1aafd7f0-5687-423a-962c-e5c607a80420,2017-03-21,2017,CID Colony,30.384547,78.054087,Fraud,Violent,Male,64,0,6.27,0,Rainy,Tuesday,0,Solved,2017-03-21
b5b50051-02b9-4b7a-8922-8a826930e92f,2017-03-22,2017,Mohanpur,30.356702,78.004481,Assault,Property,Male,26,7,47.83,0,Foggy,Wednesday,0,Solved,2017-03-22
9f4e4f08-4eb4-4e2e-8db2-fbb4dd2d6320,2017-03-22,2017,Subhash Road,30.404077,78.050511,Burglary,Non-Violent,Unknown,16,7,59.46,1,Stormy,Wednesday,0,Solved,2017-03-22
5d1c3a4f-44ac-4f2e-9007-741d795546ed,2017-03-22,2017,Industrial Area,30.417634,77.977786,Harassment,Violent,Male,16,2,3.28,1,Stormy,Wednesday,0,Under Investigation,2017-03-22
cbb90bdb-7ba6-4d49-a15a-cbc4303d34cc,2017-03-22,2017,Rajpur Road,30.316638,78.024989,Pickpocketing,Property,Unknown,44,3,28.66,1,Stormy,Wednesday,0,Solved,2017-03-22
020ed9ca-d44b-4b2f-8a56-feb7800e018f,2017-03-23,2017,Mohanpur,30.279863,78.1708,Burglary,Violent,Male,49,10,28.29,1,Clear,Thursday,0,Solved,2017-03-23
ee3a1534-74f5-4f61-add1-c4f7eea38fdc,2017-03-23,2017,Gulab Bagh,30.282221,77.955748,Drug Trafficking,Non-Violent,Female,60,10,56.63,1,Rainy,Thursday,0,Solved,2017-03-23
c58d4240-41f4-4e74-bde8-83b594930e4e,2017-03-23,2017,Subhash Road,30.407339,78.187804,Kidnapping,Violent,Other,67,4,52.9,1,Cloudy,Thursday,1,Unsolved,2017-03-23
